,title,date,author,rating,content
31,"Secret Islay 14 yo 2007/2021 (51.7%, M. Wigman, Monbazillac cask,  355 bottles) 
","July 5,  2021",Serge,SGP:656 - 87 points.,"Monbazillac is one of those sweet wines they make in the south-west of France, here around the city of Bergerac. The best ones will remind you of Sauternes as they share more or less the same grape varietals and the same methods of production. The prices are extremely reasonable, in my humble opinion. Miles Davis on the label is very cool, I just hope this wee whisky is not full of mistakes (If you do a mistake, repeat it and everyone will believe you did it on purpose – Miles.) Colour: full gold. Nose: it totally reminds me of Jean Donnay's Islays that he sometimes used to finish in sweet wines such as Sauternes, Cadillac, Monbazillac, Cérons et al. That was under his Celtique Connexion label, and that was a long time ago. Just imagine you would deep-smoke a combination of ripe apricots, muscat, mirabelles and perhaps elderberries and guavas. Fun stuff. With water: it's funny that just like in some old vintages of these wines, quite some menthol and lime blossom would come out. Mouth (neat): one of those extremely unlikely combos that do actually work, in my opinion. The wine is loud but it's more its citrusy side that bursts out, so we're pretty fine. With water: and there, menthol and lime tee, a wee mushroomy side, apricot kernel oil (that's uncommon and watch the prussic acid!)… Finish: rather long, still very expressive and pretty well balanced. Comments: a very cool combo. Wondering about what Miles would have said, maybe 'repeat these mistakes, son!' ;-). 
"
32,"Coilltean 14 yo 'Acacia Aroma' (46%, RW Duthie for Enoteca Creminati Brescia, cask #1, 1989) 
","July 5,  2021",Serge,SGP:552 - 90 points.,"Some crazy experiment conducted by Sig. Samaroli quite some years ago, bottled for the Enoteca Creminati, which is located in Samaroli's hometown, Brescia. So in 1986, some 12 yo malt whisky was selected in Scotland and further matured in four different 100l casks made out of four different woods: acacia, ash, cherry and mulberry. Of course many are dreaming of using such 'deviant' woods these days but with Scotch, that's verboten, unless you're ready to give up any such appellations. Colour: coffee with reddish hues. Nose: I'm not sure I would recognise acacia wood, while acacia honey, which I know well, is much, and I mean much lighter than this heavy and heady resinous concoction. How would I describe this? Say a blend with chestnut honey, chocolate, coffee, turpentine and pine resin. More or less. With water: oh, teak and sauna oils, hoisin sauce, umeshu… That's all lovely and indeed, rather a little Asian. I mean, perhaps not the sauna oils. Mouth (neat): very interesting. Big raisins upfront, then a pine-y development that would go from resin indeed, to cough medicine and some juicy red peaches. In truth, I would have said old armagnac, hand on heart. With water: what I don't quite know is if this baby was already some kind of sherry monster before it was transferred to acacia wood. Most probably. More wild armagnac, perhaps Ténarèze. Finish: long, and in the own words of Rowan Atkinson, 'very nice'. Comments: loved it, really. It's sometimes even a little mizunara-y, I'm wondering if this could be replicated in a way in some liberal whisky countries – but all countries have become whisky countries, have they not? You're right, perhaps not North-Korea. Yet? 
"
33,"Coilltean 14 yo 'Ash Aroma' (46%, RW Duthie for Enoteca Creminati Brescia, cask #2, 1989) 
","July 5,  2021",Serge,SGP:551 - 92 points.," I know some eau-de-vie makers are using beech and, indeed ash, which is light in colour and, I believe, easy to cooper. The idea is rather to benefit from the proper 'maturing' effects of wood, without gathering much additional flavours, let alone dark colours. Having said that I'm sure whisky makers would shake their heads at the very idea of using wood not to flavour their juices (ha). Colour: a tiny tad lighter than the acacia. So, still very dark. Nose: ooh, old Glenlivet from some proper oloroso butt! Brilliant, with soups, coffee, cigars, pu-ehr, walnut wine, chestnut honey once again, fir cone smoke, marrow, umami… With water: and porcini! Mouth (neat): a marginally earthier old Glenlivet indeed, with loads of first-class oloroso sherry. I'll say no more. With water: or perhaps old Glen Grant? G&M, 1950s, Book of Kells labels? Finish: long, marvellous, with more marmalade and richer honeys. Honeydew. Fir honey from the Vosges mountains. Comments: utterly splendid. Not sure about what that ash did to this wee whisky, and I'm not even sure anyone would notice that 'something unusual happened to it', but there, it is a fab old-school sherried Speysider. But Glenlivet, Glen Grant or Longmorn? Shall we ever know? To be sipped while tapping your feet to Edoardo Bennato's number one hit, 1989's 'Viva la Mamma'. "
34,"Coilltean 14 yo 'Cherry-Wood Aroma' (46%, RW Duthie for Enoteca Creminati Brescia, cask #3, 1989) 
","July 5,  2021",Serge,SGP:651 - 89 points.," Our friends at Miclo here in Alsace do finish some of their Welche whisky in cherry casks, but that's not cherry wood, its oak that had been seasoned with cherry liqueurs and/or eau-de-vie… But this time, it is well cherry wood, which is hardwood as you know. To cooper cherry wood must be a nightmare… So sherry + cherry? Perhaps, let's see… Colour: back to darker, brandy de Jerez-like colours. Nose: even more presence than in the Acacia, but instead of pine and fir, it would rather gear towards tar, perhaps even latex, some peonies and hibiscus, hawthorn, very ripe damsons, wood soke, darker cigars, and… fresh coriander! That coriander came unexpected. Also paprika goulash… Good fun, really. With water: total umami this time, plus liquorice. Mouth (neat): my I'm getting cherries now… A trick of the mind? Morellos, kirsch, maraschino, all that… And even the almondy side from the stones, amaretto, marzipan… How funny and spectacular. With water: gets a wee tad more resinous. Finish: long and rather on very old cognac this time. Old cognac from old bottles… Comments: superb once again, but perhaps my least favourite within the bunch. A little sweeter than the others. We'll try to unearth the 'Mulberry Aroma' and report back, but I'm not sure we'll ever manage since these are so rare. What's sure is that Silvano Samaroli did something wonderful with this very unlikely series, back in 1986-1989. But should this really be 'illegal', by the way? And what's less traditional after all, using woods that are not quercus (which is not grown in the country anyway, Scottish oak being extremely scarce), or seasoning oak with unlikely liquids that were actually never aged in oak, let alone shipped in bulk to the UK?… Should that debate begin (again)?"
35,"Michter's 'US*1 Single Barrel' (42.4%, OB, USA, straight rye, +/-2021) ","July 4,  2021",Serge,SGP:451 - 84 points.,"  
I last tried this rye in 2015 and rather enjoyed it (WF 84) but naturally, this is a newer cask. It is always a little difficult, when you're not quite a connoisseur in American whiskies, to remember who's distilling, who's not distilling, who's only distilling a part of what they bottle, and who says they're distilling while they are not. That's a full-time job, in Ireland too! Oh and in Scotland as well, with the rise of non-distilling single or blended malt brands, I suppose it'll keep becoming tougher for the new enthusiasts to keep track. Anyway, rambling on already… Colour: gold. Nose: as often with American whiskies, you first get some oak, varnish, and perhaps a little acetone, before fruit, spices and flowers start to get in. Touches of coconut, cinnamon and turmeric, surely some gingerbread, buckwheat crêpes, rye bread… It is really fine. Mouth: honey, mead and sour spices and fruits in the arrival, then rather rich beers, oak, touches of pineapple, a little beeswax, liquorice, orange liqueur and cloves… Finish: medium, spicier, candied, getting gently floral. Comments: I think I'll stick with my initial score. Very fine rye whisky. 
"
36,"Old Grand-Dad (43%, OB, Kentucky Straight Bourbon Whisky, +/-1975)","July 4,  2021",Serge,SGP:441 - 79 points.," 
An old bottle from the house, straight from Frankfort, KY, through their German importer (who's not in Frankfurt mind you). Colour: gold. Nose: a little OBE, with unexpected plasticine and drawing gum, but otherwise fine, roasted and pretty fragrant, with touches of lavender and wisteria. Wondering if it wasn't high-rye content bourbon. Some brown bread and drops of rum too, plus a tiny touch of soap (OBE for sure in this context). Mouth: rather light, floral, with soft caramel, molasses, more rye bread, and quite some liquorice. Rather less coconut/vanilla than in more modern bourbons, I would say. Orange juice. Finish: medium, on popcorn and cereals, with echoes of cinnamon mints and more rye bread. Less OBE than on the nose. Comments: not a glorious oldie for sure, and the bottle was about to get tired, but it is still a pleasant, if pretty anecdotal little bourbon. 
"
37,"Blanton's Gold Edition (51.5%, OB, USA, single barrel, Bourbon, +/-2021)","July 4,  2021",Serge,SGP:361 - 85 points.," 
A very expensive bottle (100 to 200€ here in France). This one's made by Buffalo Trace and is said to contain higher proportions of rye; most sadly, we haven't got the cask #. Colour: gold. Nose: that's it's rather about oak is pretty obvious, as I'm finding tons of pencil shavings, oak chips, new-sawn planks and all that. Having said that, I'm not finding this too offensive this time, let's see what water will do to it. With water: earthy wood, I would say, old barrel, new barrel, cedarwood, also some moss, earth, and even mushrooms, which is obviously nicer. I believe that's what was missing in our latest Blanton's Gold that had been all about wood. Mouth (neat): really tight, almost biting, with hardwoods, oak, heavy liquorice, long-infused black tea… Having said that some pleasant notes of candied oranges and violet drops do counterbalance that heavy woodiness. Could work… With water: that really worked this time. Lovely liquorices flavoured with either mint, or violets, or just salt. Finish: long, on candies, liquorice, orange zests, chocolate… Comments: I'm really happy I came across this one, I wasn't too proud of my latest tasting note for this 'Golden' Blanton. Even if it's still pretty much on the carpenters' side…  
"
38,"Tennessee Bourbon 17 yo 2003/2020 (51.8%, Les Grands Alambics) ","July 4,  2021",Serge,SGP:551 - 88 points.," 
George Dickel, I suppose. I also suppose that's a bald eagle on the label. Colour: light amber. Nose: it's pretty interesting that these batches would be rather maltier than your average bourbon. More bread, more doughs, more walnuts, more pistachio paste… All things that we enjoy a lot. It is also pretty earthy, which is lovely too, not to forget these artisanal nougats. Awesome bourbon so far, I'm also reminded of those old Very Old Fitzgeralds that some very good friends in the US did let me try. Glorious bottles, those Very Old Fitzgeralds. With water: lovely spicy and floral earth, with even a touch of wet garden smoke. Autumn leaves burning. Mouth (neat): just excellent, sure the oak shows, but after all this is bourbon. Sour peaches, blood orange liqueur, pomegranates, prickly pears… All rather unusual flavours in whisky, so double applause here. With water: orange cordial and glazed chestnuts, plus rye biscuits, speculoos and Demerara sugar. A wee molassy side. Finish: medium, rather on spicy marmalades, flower jams and dried sultanas. Liquorice in the aftertaste. Comments: excellent bourbon, wider, fresher and less cake-y than others. 
"
39,"Ardmore 9 yo (59.5%, A D Rattray 'Warehouse Collection', bourbon) 
","July 3,  2021",Angus,SGP: 474 - 84 points.," Colour: pale white wine. Nose: this rather familiar sooty 'mustiness' that does indeed take in mustard, sack cloth, sheep wool and hints of mud. Also these familiar farmyard vibes of hayloft and goat. With water: sandalwood and hessian bung cloth. With some further impressions of damp moss and lanolin. Mouth: very good, rather a lot of wet chalk, plaster, smoked olive oil, sheep wool oils again and a restrained peat smoke. Quite oily and mineral - mineral oil you might say. With water: a nicely oily and satisfyingly 'full' texture in the mouth now. Some bitter lemon, camphor, putty and limestone too. Finish: good length, slightly fatty, salty, herbal and still with this lighter, background peat. Comments: humble, solid, dependable Ardmore. I think the only thing with these batches is that the peat never seems to know if it's coming or going. "
40,"Ardmore 14 yo 2006/2020 (58.9%, The Whisky Cellar, cask #801024, hogshead, 276 bottles) 
","July 3,  2021",Angus,SGP: 352 - 81 points.," Colour: pale white wine. Nose: similar territories but the extra few years of age seem to magnify these mineral and chalky aspects of the profile. Mineral oils, wet chalk, pebbles, camphor and even a wee mechanical side with things like oily toolbox rags. Once again this rather ethereal peat smoke. With water: plain cereals, cooking oils, damp smoke - we're getting into early 90s Cadenhead territories of petrol-driven austerity here. Mouth: rather sharp and taut on arrival. Also something a little towards plasticine and plain porridge. Rather more unlikely territories I think. With water: a little 'straighter' and more classical but still extremely raw, austere and distillate driven. Ideological almost. Finish: medium, acrid, drying, peppery and very focused on plain cereals. Comments: The rare occasion where I'd say a slightly more active cask would have helped. The kind of whisky that Serge would categorise as 'intellectual' I suspect. Now, it's not without its charms… "
41,"Ardmore 1998/2018 (43%, Gordon & MacPhail 'Distillery labels')","July 3,  2021",Angus,SGP: 463 - 87 points.," 
                                                  Easy to forget about these licensed series from G&M these days, but I believe they shelter many very fine every day quaffing drams. Colour: gold. Nose: these 90s vintages are a different kettle of malt from the late 2000s batches I think. This is more on gingery, mentholated, leafy sherry, roasted nuts, game meats, golden syrup on brown toast and wee touches of leather, sultana and shoe polish. Feels like a more old fashioned type of bottling, which I mean in a positive sense. Some lovely softer medicines and peat smoke too. Mouth: once again, there's some good casks at play here I think. This impression of chocolate gingers, tobacco leaf, soft earthiness, pulpy stewed dark fruits and a few pickled walnuts. Extremely easy to drink, and still feels quite 'Ardmoreish'. There's a nicely soft, leathery peat note underneath the sherry which works well. Finish: good length, some bitter chocolate, caffe latte, praline, toasted walnuts and herbal teas with lemon. Comments: great feeling of maturity. And the ABV feels like it's very much designed as something uncomplicated to quaff from a tumbler of an evening - a style which G&M seem to have mastered with these types of bottlings. I find a lot of pleasure in this wee Ardmore. "
42,"Ardmore 24 yo 1996/2021 (52%, Gordon & MacPhail 'Spiritual home exclusive 6th edition', cask #3515, refill sherry hogshead, 219 bottles) 
","July 3,  2021",Angus,SGP: 562 - 91 points.," Colour: amber - pretty dark for a refill. Nose: did they refill one of their 1950s Talisker sherry casks?    I'm sorry but this is a stunning mix of soy sauce, natural tar, mentholated pinewood resins, pu erh teas and salted liquorice. An exceptional sherry profile that, given blind, I'd probably have said was 60s or earlier. With some time there's a tiny more 'Ardmore' accent emerging, but it's wrapped up so beautifully in all this sherry. With water: evolves more towards old leather, dunnage must, hessian and smoked meats. A slight but distinctive farmyard voice at the back from Ardmore. Mouth: beautiful arrival! Perfectly clean, pure and vivid sherry. More soy sauce, umami paste, green walnut liqueur, root beer, more natural tar, black pepper, game meats. Hugely concentrated and yet also beautifully well balanced against the distillate and ABV. More of these impressions of earthy, aged black teas and exotic hardwood resins. Some tiny threads of peat smoke. With water: softer, more dried dark fruits, black pepper, dried flowers, herbal teas, walnuts and a lightly saline rancio. Finish: long and quite complex, all on dried citrus peels, hessian, subtle medicines, herbs, pot pourri, touches of caraway, paprika and more walnut liqueur. Comments: what a cask! Brilliant, old school sherry - reminiscent of some 60s Springbanks. I would love to know its history and what the first fill was? Either way, a totally stunning Ardmore: balanced, deeply complex, clean, fresh and captivating. "
43,"Dailuaine 12 yo 2008/2021 (54.8%, Fable Whisky, The Ghost Piper of Clanyard Bay, Chapter One, cask #307138, 267 bottles) 
","July 1,  2021",Serge,SGP:551 - 88 points.," I'm not dead sure I'm getting the whole story here, but I find the label pretty. Yeah right, when the wise man shows the moon, the fool looks at his finger… Colour: white wine. Nose: no 'S', rather a lot of nougat and popcorn, roasted pecans, peanut butter, fudge and toffee, butterscotch… That's all in safe territory, let's go on… With water: perfect. Raw wool, grist, fresh bread, linseed oil, perfect development with water. Mouth (neat): oh very, very good, really. Perfect roasted cereals, cornflakes, nougat, firmer honeys, touch of earth, liquorice, a smidgen of smoked tea, half a spoonful of marmalade… Modern witchcraft here, perfectly executed. With water: sweet breads, liqueurs, soft spices, citrus, teas… Finish: rather long, perfectly balanced, malty and citrusy. Comments: I'm afraid I've used the word 'perfect' too many times this time again. I'll need to buy a proper dictionary of synonyms! And of antonyms while I'm at it. Any suggestions? Ah, yes, this young Dailuaine… Well, it was just perfect. "
44,"Dailuaine 46 yo 1973/2019 (45.1%, Hunter Laing, Platinum Old & Rare, 231 bottles) 
","July 1,  2021",Serge,SGP:451 - 90 points.," Always loved this series. Oh, the Broras, oh the Port Ellens! And imagine, a newish 1973 Dailuaine, isn't this very… Led Zeppelin? Colour: gold. Nose: the kind of complex secondary and tertiary aromas that only old whiskies can give to the world. Wonderful whiffs of teak oil (just worked with that funny liquid), beeswax, leather polish, then rather manuka honey and mangos, honeysuckle, fresh-sawn cherrywood, zucchini and elderberry flowers, a drop of pink olive oil perhaps, balsa wood… Well all is wonderful and good, but as we both know, with very old whiskies the devil lies on our palates… Mouth: well, no devils in sight, rather a few aesthetes pondering the respective merits of oils, waxes, leaves and softer ointments in old whiskies. It is not even fragile (it's true that 45% vol. remains a safe strength.) Rather a combination of fruit peelings and skins (melon, apples) with various herbal teas, and several kinds of waxes. No obvious wood in the way, only wood oils, which is so much nicer. Banana skin. Finish: not even short, with more waxes and leaves and fruit peelings. What's even greater is that fruits would gather in the aftertaste, bananas, oranges, apples… Comments: you always handle these old rockers with much care and quite some apprehension, but in this very case, that was not needed. Imagine, 1973, that's Goats Head Soup, Berlin, Dark Side Of The Moon, Brain Salad Surgery, Houses of the Holy, Aladdin Sane and quite a few others! "
